player,during_hot,next_game_stat,regression,next_opp,next_location,opp_def_tier,opp_3p_pct_allowed,opp_pace,minutes_trend,was_blowout_recent
Desmond Bane,4.333333333333333,2.0,2.333333333333333,LAC,away,Elite (top 10),0.35,98.24,3.7391304347826058,False
Desmond Bane,4.333333333333333,3.0,1.333333333333333,DEN,away,Bad (21-30),0.365,100.67,2.0724637681159415,False
Devin Vassell,4.333333333333333,3.0,1.333333333333333,DAL,home,Mid (11-20),0.363,100.15,3.0,True
Devin Vassell,4.333333333333333,4.0,0.33333333333333304,CLE,away,Mid (11-20),0.359,100.31,2.0,False
Devin Vassell,4.333333333333333,4.0,0.33333333333333304,BOS,home,Elite (top 10),0.347,96.59,2.0,False
Devin Vassell,4.666666666666667,2.0,2.666666666666667,GSW,home,Mid (11-20),0.363,99.37,4.666666666666664,False
Dillon Brooks,4.333333333333333,3.0,1.333333333333333,DAL,home,Mid (11-20),0.363,100.15,5.16,False
Dillon Brooks,4.666666666666667,3.0,1.666666666666667,MEM,away,Mid (11-20),0.36,103.69,3.16,False
Dillon Brooks,5.333333333333333,2.0,3.333333333333333,BKN,home,Mid (11-20),0.362,96.73,2.16,False
Donovan Mitchell,5.333333333333333,7.0,-1.666666666666667,CHI,home,Elite (top 10),0.344,103.61,3.2582159624413123,False
Donovan Mitchell,6.333333333333333,3.0,3.333333333333333,BOS,away,Elite (top 10),0.347,96.59,2.9248826291079837,False
Donovan Mitchell,5.333333333333333,5.0,0.33333333333333304,CHA,away,Elite (top 10),0.355,98.22,0.591549295774648,True
Donovan Mitchell,5.666666666666667,2.0,3.666666666666667,DAL,away,Mid (11-20),0.363,100.15,-1.7417840375586842,False
Donte DiVincenzo,4.666666666666667,2.0,2.666666666666667,OKC,away,Elite (top 10),0.342,100.9,6.112903225806452,True
Donte DiVincenzo,5.0,3.0,2.0,LAL,away,Elite (top 10),0.356,98.34,8.779569892473116,False
Donte DiVincenzo,5.0,4.0,1.0,PHI,home,Bad (21-30),0.378,98.13,-0.5537634408602159,True
Donte DiVincenzo,5.333333333333333,4.0,1.333333333333333,CHA,away,Elite (top 10),0.355,98.22,-0.5537634408602159,False
Donte DiVincenzo,5.333333333333333,3.0,2.333333333333333,MIA,away,Mid (11-20),0.36,97.08,1.446236559139784,True
Dorian Finney-Smith,4.0,1.0,3.0,PHI,away,Bad (21-30),0.378,98.13,0.12698412698412653,True
Dorian Finney-Smith,3.6666666666666665,2.0,1.6666666666666665,CLE,home,Mid (11-20),0.359,100.31,2.1269841269841265,True
Duncan Robinson,4.333333333333333,3.0,1.333333333333333,MIL,away,Elite (top 10),0.353,99.92,5.851351351351351,False
Duncan Robinson,4.666666666666667,3.0,1.666666666666667,BKN,away,Mid (11-20),0.362,96.73,6.518018018018019,True
Eric Gordon,3.0,3.0,0.0,OKC,home,Elite (top 10),0.342,100.9,4.9743589743589745,False
Eric Gordon,3.0,1.0,2.0,IND,away,Elite (top 10),0.355,100.76,5.9743589743589745,False
Eric Gordon,3.0,3.0,0.0,CHI,away,Elite (top 10),0.344,103.61,9.307692307692307,False
Eric Gordon,3.3333333333333335,3.0,0.3333333333333335,LAL,home,Elite (top 10),0.356,98.34,8.974358974358974,False
Eric Gordon,3.3333333333333335,3.0,0.3333333333333335,SAC,home,Bad (21-30),0.381,98.91,12.974358974358971,True
Eric Gordon,3.0,3.0,0.0,DEN,home,Bad (21-30),0.365,100.67,7.641025641025639,False
Eric Gordon,3.0,1.0,2.0,MIA,home,Mid (11-20),0.36,97.08,7.641025641025639,False
Evan Mobley,3.3333333333333335,0.0,3.3333333333333335,MIA,away,Mid (11-20),0.36,97.08,1.7699530516431956,True
Evan Mobley,3.0,1.0,2.0,BKN,away,Mid (11-20),0.362,96.73,-4.56338028169014,False
Evan Mobley,2.6666666666666665,1.0,1.6666666666666665,GSW,away,Mid (11-20),0.363,99.37,1.1032863849765278,False
Evan Mobley,2.6666666666666665,2.0,0.6666666666666665,LAL,away,Elite (top 10),0.356,98.34,-0.5633802816901401,False
Evan Mobley,2.6666666666666665,0.0,2.6666666666666665,SAC,home,Bad (21-30),0.381,98.91,4.103286384976524,False
Gabe Vincent,4.0,2.0,2.0,IND,home,Elite (top 10),0.355,100.76,2.805555555555557,False
Gabe Vincent,3.6666666666666665,3.0,0.6666666666666665,UTA,home,Mid (11-20),0.358,100.85,4.472222222222225,False
Gabe Vincent,3.3333333333333335,2.0,1.3333333333333335,CHA,home,Elite (top 10),0.355,98.22,3.1388888888888893,True
Gabe Vincent,3.3333333333333335,0.0,3.3333333333333335,MIL,away,Elite (top 10),0.353,99.92,4.472222222222225,False
Gabe Vincent,3.3333333333333335,2.0,1.3333333333333335,MIL,home,Elite (top 10),0.353,99.92,4.805555555555557,False
Gabe Vincent,4.0,1.0,3.0,GSW,home,Mid (11-20),0.363,99.37,-0.8611111111111107,False
Gabe Vincent,3.6666666666666665,1.0,2.6666666666666665,NOP,home,Bad (21-30),0.365,99.77,0.13888888888888928,False
Garrison Mathews,4.333333333333333,3.0,1.333333333333333,NOP,away,Bad (21-30),0.365,99.77,7.964539007092199,False
Garrison Mathews,4.0,2.0,2.0,BOS,home,Elite (top 10),0.347,96.59,6.631205673758863,False
Garrison Mathews,4.0,2.0,2.0,NYK,home,Bad (21-30),0.367,97.64,7.631205673758863,False
Garrison Mathews,4.0,2.0,2.0,TOR,away,Elite (top 10),0.349,100.62,6.297872340425531,True
Gary Trent Jr.,4.333333333333333,4.0,0.33333333333333304,CHA,home,Elite (top 10),0.355,98.22,1.7657657657657637,False
Gary Trent Jr.,4.333333333333333,0.0,4.333333333333333,MIA,away,Mid (11-20),0.36,97.08,3.4324324324324316,False
Gary Trent Jr.,4.666666666666667,2.0,2.666666666666667,UTA,away,Mid (11-20),0.358,100.85,2.4324324324324316,False
Gary Trent Jr.,4.666666666666667,3.0,1.666666666666667,POR,away,Mid (11-20),0.361,99.51,3.7657657657657637,False
Gary Trent Jr.,5.0,1.0,4.0,GSW,home,Mid (11-20),0.363,99.37,3.7657657657657637,False
Gary Trent Jr.,4.333333333333333,3.0,1.333333333333333,MIN,away,Elite (top 10),0.353,97.95,4.432432432432432,True
Gary Trent Jr.,4.333333333333333,4.0,0.33333333333333304,DEN,away,Bad (21-30),0.365,100.67,5.765765765765764,False
Georges Niang,4.333333333333333,3.0,1.333333333333333,MIA,home,Mid (11-20),0.36,97.08,10.531645569620252,False
Georges Niang,4.0,1.0,3.0,MIA,away,Mid (11-20),0.36,97.08,7.19831223628692,False
Georges Niang,3.6666666666666665,3.0,0.6666666666666665,OKC,home,Elite (top 10),0.342,100.9,6.5316455696202524,True
Georges Niang,4.333333333333333,3.0,1.333333333333333,HOU,away,Mid (11-20),0.357,99.03,1.8649789029535846,False
Georges Niang,4.666666666666667,1.0,3.666666666666667,MIA,away,Mid (11-20),0.36,97.08,1.1983122362869203,False
Gradey Dick,4.0,0.0,4.0,SAC,away,Bad (21-30),0.381,98.91,5.870370370370374,False
Gradey Dick,4.0,1.0,3.0,NYK,home,Bad (21-30),0.367,97.64,-0.12962962962962976,False
Grayson Allen,4.333333333333333,1.0,3.333333333333333,MEM,home,Mid (11-20),0.36,103.69,9.208333333333336,False
Guerschon Yabusele,3.3333333333333335,0.0,3.3333333333333335,LAC,away,Elite (top 10),0.35,98.24,-4.376190476190477,False
Harrison Barnes,3.6666666666666665,2.0,1.6666666666666665,PHX,home,Bad (21-30),0.37,98.31,3.8048780487804876,False
Harrison Barnes,3.6666666666666665,2.0,1.6666666666666665,POR,away,Mid (11-20),0.361,99.51,2.8048780487804876,False
Harrison Barnes,4.0,6.0,-2.0,GSW,away,Mid (11-20),0.363,99.37,4.13821138211382,False
Harrison Barnes,4.666666666666667,0.0,4.666666666666667,PHX,away,Bad (21-30),0.37,98.31,6.138211382113823,False
Harrison Barnes,4.0,2.0,2.0,TOR,home,Elite (top 10),0.349,100.62,0.13821138211381978,False
Haywood Highsmith,2.6666666666666665,0.0,2.6666666666666665,CLE,home,Mid (11-20),0.359,100.31,6.765765765765764,True
Haywood Highsmith,2.6666666666666665,0.0,2.6666666666666665,NOP,home,Bad (21-30),0.365,99.77,9.099099099099096,False
Haywood Highsmith,2.6666666666666665,0.0,2.6666666666666665,DEN,home,Bad (21-30),0.365,100.67,9.432432432432432,False
Immanuel Quickley,4.0,0.0,4.0,BOS,home,Elite (top 10),0.347,96.59,4.939393939393938,True
Isaiah Collier,1.6666666666666667,0.0,1.6666666666666667,NOP,away,Bad (21-30),0.365,99.77,4.44600938967136,False
Isaiah Collier,1.6666666666666667,1.0,0.6666666666666667,OKC,home,Elite (top 10),0.342,100.9,5.779342723004696,False
Isaiah Collier,1.6666666666666667,1.0,0.6666666666666667,HOU,home,Mid (11-20),0.357,99.03,4.44600938967136,False
Isaiah Collier,1.6666666666666667,1.0,0.6666666666666667,POR,home,Mid (11-20),0.361,99.51,5.44600938967136,False
Isaiah Collier,1.6666666666666667,1.0,0.6666666666666667,HOU,home,Mid (11-20),0.357,99.03,2.112676056338028,True
Isaiah Collier,2.0,0.0,2.0,DEN,away,Bad (21-30),0.365,100.67,2.44600938967136,False
Isaiah Collier,1.6666666666666667,0.0,1.6666666666666667,CHA,away,Elite (top 10),0.355,98.22,4.44600938967136,True
Isaiah Joe,5.333333333333333,2.0,3.333333333333333,SAC,home,Bad (21-30),0.381,98.91,3.6306306306306304,False
Isaiah Joe,4.666666666666667,0.0,4.666666666666667,LAC,away,Elite (top 10),0.35,98.24,4.963963963963966,False
Isaiah Joe,5.0,1.0,4.0,DET,home,Bad (21-30),0.366,100.27,2.2972972972972983,False
Isaiah Joe,4.666666666666667,2.0,2.666666666666667,LAL,home,Elite (top 10),0.356,98.34,2.6306306306306304,False
Ja Morant,3.3333333333333335,4.0,-0.6666666666666665,CHA,away,Elite (top 10),0.355,98.22,3.033333333333335,False
Ja Morant,4.0,5.0,-1.0,MIN,home,Elite (top 10),0.353,97.95,0.36666666666666714,True
Ja Morant,4.0,2.0,2.0,DEN,away,Bad (21-30),0.365,100.67,1.3666666666666671,False
Ja'Kobe Walter,3.6666666666666665,1.0,2.6666666666666665,POR,home,Mid (11-20),0.361,99.51,9.102564102564102,False
Ja'Kobe Walter,3.0,4.0,-1.0,DET,home,Bad (21-30),0.366,100.27,9.102564102564102,False
Ja'Kobe Walter,3.3333333333333335,2.0,1.3333333333333335,BKN,away,Mid (11-20),0.362,96.73,8.435897435897438,False
Jaden Hardy,3.6666666666666665,1.0,2.6666666666666665,DEN,home,Bad (21-30),0.365,100.67,8.105263157894736,False
Jaden Hardy,3.0,0.0,3.0,DEN,home,Bad (21-30),0.365,100.67,6.438596491228068,False
Jaden Hardy,3.0,0.0,3.0,DET,home,Bad (21-30),0.366,100.27,4.438596491228068,False
Jaden McDaniels,2.3333333333333335,2.0,0.3333333333333335,BOS,away,Elite (top 10),0.347,96.59,3.060975609756099,False
Jaden McDaniels,2.6666666666666665,1.0,1.6666666666666665,NOP,away,Bad (21-30),0.365,99.77,0.39430894308943465,False
Jaden McDaniels,2.3333333333333335,0.0,2.3333333333333335,HOU,home,Mid (11-20),0.357,99.03,5.727642276422763,False
Jake LaRavia,2.6666666666666665,2.0,0.6666666666666665,LAC,home,Elite (top 10),0.35,98.24,-0.45454545454545325,False
Jake LaRavia,3.3333333333333335,0.0,3.3333333333333335,TOR,home,Elite (top 10),0.349,100.62,2.2121212121212146,False
Jake LaRavia,2.0,0.0,2.0,NOP,away,Bad (21-30),0.365,99.77,1.2121212121212146,False
Jake LaRavia,2.0,1.0,1.0,SAS,home,Bad (21-30),0.365,100.08,2.2121212121212146,False
Jake LaRavia,2.0,1.0,1.0,LAC,away,Elite (top 10),0.35,98.24,5.878787878787879,False
Jalen Smith,2.3333333333333335,1.0,1.3333333333333335,BKN,away,Mid (11-20),0.362,96.73,-2.442708333333334,False
Jalen Smith,2.3333333333333335,1.0,1.3333333333333335,MEM,home,Mid (11-20),0.36,103.69,-1.776041666666666,False
Jalen Smith,2.3333333333333335,4.0,-1.6666666666666665,GSW,home,Mid (11-20),0.363,99.37,0.5572916666666661,False
Jalen Smith,2.6666666666666665,1.0,1.6666666666666665,DET,home,Bad (21-30),0.366,100.27,1.2239583333333321,False
Jalen Smith,2.3333333333333335,1.0,1.3333333333333335,DET,home,Bad (21-30),0.366,100.27,-0.109375,False
Jalen Suggs,4.333333333333333,3.0,1.333333333333333,CHI,away,Elite (top 10),0.344,103.61,0.6476190476190453,False
Jalen Suggs,4.666666666666667,1.0,3.666666666666667,CLE,away,Mid (11-20),0.359,100.31,4.9809523809523775,False
Jalen Suggs,4.0,3.0,1.0,MIL,away,Elite (top 10),0.353,99.92,4.9809523809523775,False
Jalen Wilson,3.3333333333333335,0.0,3.3333333333333335,PHI,away,Bad (21-30),0.378,98.13,-0.7215189873417707,False
Jalen Wilson,3.3333333333333335,4.0,-0.6666666666666665,MIN,away,Elite (top 10),0.353,97.95,-1.0548523206751028,False
Jalen Wilson,4.0,5.0,-1.0,NYK,home,Bad (21-30),0.367,97.64,0.9451476793248972,False
Jamal Shead,2.0,0.0,2.0,MIA,away,Mid (11-20),0.36,97.08,-3.5199999999999996,False
Jamal Shead,2.3333333333333335,2.0,0.3333333333333335,BOS,home,Elite (top 10),0.347,96.59,-2.8533333333333317,False
Jamal Shead,2.0,0.0,2.0,MIL,away,Elite (top 10),0.353,99.92,-2.8533333333333317,False
Jamal Shead,2.3333333333333335,0.0,2.3333333333333335,PHX,away,Bad (21-30),0.37,98.31,1.8133333333333326,True
Jamal Shead,2.0,2.0,0.0,GSW,away,Mid (11-20),0.363,99.37,5.48,True
Jamison Battle,3.6666666666666665,1.0,2.6666666666666665,SAS,home,Bad (21-30),0.365,100.08,11.039548022598872,False
Jarace Walker,2.3333333333333335,1.0,1.3333333333333335,PHX,home,Bad (21-30),0.37,98.31,2.133333333333333,False
Jarace Walker,2.3333333333333335,3.0,-0.6666666666666665,SAC,home,Bad (21-30),0.381,98.91,4.133333333333333,False
Jarace Walker,3.0,3.0,0.0,CHA,home,Elite (top 10),0.355,98.22,8.8,False
Jarace Walker,2.6666666666666665,1.0,1.6666666666666665,UTA,home,Mid (11-20),0.358,100.85,7.800000000000001,True
Jarace Walker,2.3333333333333335,3.0,-0.6666666666666665,DEN,away,Bad (21-30),0.365,100.67,3.466666666666665,True
Jarace Walker,2.3333333333333335,0.0,2.3333333333333335,WAS,home,Mid (11-20),0.364,101.82,3.133333333333333,False
Jared Butler,2.3333333333333335,2.0,0.3333333333333335,TOR,away,Elite (top 10),0.349,100.62,3.9166666666666643,True
Jared Butler,2.6666666666666665,3.0,-0.3333333333333335,IND,home,Elite (top 10),0.355,100.76,11.916666666666664,True
Jared Butler,2.6666666666666665,0.0,2.6666666666666665,DAL,away,Mid (11-20),0.363,100.15,13.25,False
Jared Butler,2.3333333333333335,4.0,-1.6666666666666665,MIA,home,Mid (11-20),0.36,97.08,9.583333333333332,False
Jared Butler,3.6666666666666665,3.0,0.6666666666666665,TOR,home,Elite (top 10),0.349,100.62,12.25,False
Jared Butler,3.6666666666666665,1.0,2.6666666666666665,NYK,away,Bad (21-30),0.367,97.64,10.25,True
Jared Butler,2.6666666666666665,3.0,-0.3333333333333335,MIL,home,Elite (top 10),0.353,99.92,9.583333333333332,False
Jared Butler,2.3333333333333335,1.0,1.3333333333333335,MIN,home,Elite (top 10),0.353,97.95,9.916666666666664,False
Jared Butler,2.3333333333333335,1.0,1.3333333333333335,CHI,home,Elite (top 10),0.344,103.61,10.25,False
Jaren Jackson Jr.,3.6666666666666665,3.0,0.6666666666666665,SAS,home,Bad (21-30),0.365,100.08,2.5495495495495533,False
Jaren Jackson Jr.,3.6666666666666665,4.0,-0.3333333333333335,TOR,away,Elite (top 10),0.349,100.62,1.8828828828828854,False
Jaren Jackson Jr.,4.666666666666667,2.0,2.666666666666667,OKC,home,Elite (top 10),0.342,100.9,0.8828828828828854,True
Jaren Jackson Jr.,3.6666666666666665,2.0,1.6666666666666665,GSW,home,Mid (11-20),0.363,99.37,1.2162162162162176,False
Javonte Green,1.6666666666666667,1.0,0.6666666666666667,UTA,home,Mid (11-20),0.358,100.85,6.848039215686274,False
Jaylen Wells,3.6666666666666665,2.0,1.6666666666666665,NOP,home,Bad (21-30),0.365,99.77,4.11392405063291,False
Jaylin Williams,3.0,0.0,3.0,DEN,home,Bad (21-30),0.365,100.67,4.98581560283688,False
Jaylin Williams,3.0,2.0,1.0,SAC,away,Bad (21-30),0.381,98.91,8.652482269503544,False
Jaylin Williams,2.6666666666666665,1.0,1.6666666666666665,MEM,home,Mid (11-20),0.36,103.69,2.9858156028368796,False
John Collins,3.0,4.0,-1.0,PHX,home,Bad (21-30),0.37,98.31,-3.166666666666668,False
John Collins,3.3333333333333335,0.0,3.3333333333333335,LAC,away,Elite (top 10),0.35,98.24,-1.8333333333333321,False
John Collins,3.0,2.0,1.0,DET,away,Bad (21-30),0.366,100.27,1.5,True
Johnny Juzang,3.6666666666666665,1.0,2.6666666666666665,SAC,away,Bad (21-30),0.381,98.91,2.21875,False
Johnny Juzang,3.3333333333333335,1.0,2.3333333333333335,PHX,home,Bad (21-30),0.37,98.31,5.21875,True
Johnny Juzang,3.6666666666666665,2.0,1.6666666666666665,POR,home,Mid (11-20),0.361,99.51,11.552083333333332,False
Johnny Juzang,4.0,4.0,0.0,OKC,home,Elite (top 10),0.342,100.9,14.885416666666664,False
Johnny Juzang,3.6666666666666665,3.0,0.6666666666666665,MIN,away,Elite (top 10),0.353,97.95,13.21875,True
Jonathan Kuminga,2.3333333333333335,2.0,0.3333333333333335,DAL,home,Mid (11-20),0.363,100.15,0.014184397163120366,False
Jonathan Kuminga,2.3333333333333335,0.0,2.3333333333333335,MEM,home,Mid (11-20),0.36,103.69,3.347517730496456,False
Jordan Clarkson,4.0,6.0,-2.0,LAC,away,Elite (top 10),0.35,98.24,3.585585585585587,True
Jordan Clarkson,4.666666666666667,3.0,1.666666666666667,LAL,away,Elite (top 10),0.356,98.34,7.918918918918919,True
Jordan Clarkson,4.666666666666667,3.0,1.666666666666667,LAL,home,Elite (top 10),0.356,98.34,5.918918918918919,True
Jordan Clarkson,4.0,4.0,0.0,OKC,home,Elite (top 10),0.342,100.9,4.585585585585587,True
Jordan Poole,6.0,5.0,1.0,CHA,home,Elite (top 10),0.355,98.22,6.529411764705884,False
Jordan Poole,6.0,6.0,0.0,CHI,home,Elite (top 10),0.344,103.61,6.86274509803922,False
Jose Alvarado,3.6666666666666665,4.0,-0.3333333333333335,ORL,away,Bad (21-30),0.365,96.51,8.273809523809522,False
Jose Alvarado,4.666666666666667,1.0,3.666666666666667,BKN,home,Mid (11-20),0.362,96.73,10.273809523809522,True
Jose Alvarado,4.0,1.0,3.0,WAS,home,Mid (11-20),0.364,101.82,4.94047619047619,False
Jose Alvarado,4.0,1.0,3.0,OKC,home,Elite (top 10),0.342,100.9,0.2738095238095255,True
Josh Giddey,2.6666666666666665,0.0,2.6666666666666665,BKN,away,Mid (11-20),0.362,96.73,-1.8952380952380956,False
Josh Giddey,2.6666666666666665,2.0,0.6666666666666665,GSW,home,Mid (11-20),0.363,99.37,2.4380952380952365,True
Josh Giddey,2.6666666666666665,3.0,-0.3333333333333335,PHX,home,Bad (21-30),0.37,98.31,-0.8952380952380956,False
Josh Giddey,3.3333333333333335,3.0,0.3333333333333335,PHI,away,Bad (21-30),0.378,98.13,3.104761904761908,False
Josh Giddey,3.3333333333333335,4.0,-0.6666666666666665,LAC,home,Elite (top 10),0.35,98.24,3.104761904761908,True
Josh Giddey,3.3333333333333335,2.0,1.3333333333333335,TOR,home,Elite (top 10),0.349,100.62,4.104761904761908,False
Josh Giddey,3.0,0.0,3.0,IND,away,Elite (top 10),0.355,100.76,5.771428571428572,True
Josh Green,3.0,2.0,1.0,LAC,home,Elite (top 10),0.35,98.24,2.5392156862745097,True
Josh Green,3.0,0.0,3.0,DEN,home,Bad (21-30),0.365,100.67,3.5392156862745097,False
Jrue Holiday,3.3333333333333335,1.0,2.3333333333333335,WAS,away,Mid (11-20),0.364,101.82,-0.9946236559139763,True
Jrue Holiday,3.6666666666666665,0.0,3.6666666666666665,PHX,home,Bad (21-30),0.37,98.31,1.3387096774193559,True
Julian Champagnie,4.0,1.0,3.0,UTA,home,Mid (11-20),0.358,100.85,9.426829268292682,False
Julian Champagnie,4.333333333333333,3.0,1.333333333333333,MIN,home,Elite (top 10),0.353,97.95,10.093495934959346,False
Julian Champagnie,4.333333333333333,0.0,4.333333333333333,MIN,away,Elite (top 10),0.353,97.95,1.426829268292682,True
Julian Strawther,3.0,1.0,2.0,DAL,away,Mid (11-20),0.363,100.15,8.692307692307693,False
Julian Strawther,3.3333333333333335,2.0,1.3333333333333335,SAC,home,Bad (21-30),0.381,98.91,4.692307692307693,True
Julian Strawther,3.0,4.0,-1.0,CHA,home,Elite (top 10),0.355,98.22,11.692307692307693,False
Julian Strawther,3.0,0.0,3.0,LAL,home,Elite (top 10),0.356,98.34,6.0256410256410255,False
Justin Champagnie,2.6666666666666665,2.0,0.6666666666666665,NOP,away,Bad (21-30),0.365,99.77,8.736559139784944,False
Justin Edwards,3.0,1.0,2.0,MIA,home,Mid (11-20),0.36,97.08,11.863636363636363,True
